회사명,종목코드,시장,감사인,감사의견,비고
코스모신소재,005070,유가,태일회계법인,적정의견,
덕성,004830,유가,,,최근 2년 사업보고서 없음
신영증권,001720,유가,,,최근 2년 사업보고서 없음
유진증권,001200,유가,,,최근 2년 사업보고서 없음
유화증권,003460,유가,서현회계법인,적정의견,
한신기계공업,011700,유가,삼일회계법인,적정의견,
코스모화학,005420,유가,태일회계법인,적정의견,
가온전선,000500,유가,안진회계법인,적정의견,
S-Oil,010950,유가,삼일회계법인,적정의견,
한화에어로스페이스,012450,유가,,,감사의견 절을 못 찾음
삼화전자공업,011230,유가,삼덕회계법인,적정의견,
현대제철,004020,유가,,,감사의견 절을 못 찾음
써니전자,004770,유가,대주회계법인,적정의견,
현대비앤지스틸,004560,유가,삼일회계법인,적정의견,
사조오양,006090,유가,안진회계법인,적정의견,
한화투자증권,003530,유가,,,최근 2년 사업보고서 없음
삼화전기,009470,유가,삼덕회계법인,적정의견,
SK증권,001510,유가,,,최근 2년 사업보고서 없음
평화홀딩스,010770,유가,한영회계법인,적정의견,
일신석재,007110,유가,도원회계법인,적정의견,
KG스틸,016380,유가,삼정회계법인,적정의견,
아이에스동서,010780,유가,한영회계법인,적정의견,
SH에너지화학,002360,유가,한영회계법인,적정의견,
대한화섬,003830,유가,삼정회계법인,적정의견,
코리아써키트,007810,유가,대주회계법인,적정의견,
신세계,004170,유가,,,최근 2년 사업보고서 없음
OCI홀딩스,010060,유가,삼정회계법인,적정의견,
삼일제약,000520,유가,우리회계법인,적정의견,
프리티,006490,유가,삼도회계법인,적정의견,
일성아이에스,003120,유가,우리회계법인,적정의견,
현대건설,000720,유가,,,최근 2년 사업보고서 없음
TCC스틸,002710,유가,서현회계법인,적정의견,
에이프로젠바이오로직스,003060,유가,,,최근 2년 사업보고서 없음
F&F 홀딩스,007700,유가,삼정회계법인,적정의견,
아남전자,008700,유가,대성삼경회계법인,적정의견,
GS건설,006360,유가,한영회계법인,적정의견,
삼아알미늄,006110,유가,삼정회계법인,적정의견,
한국전자홀딩스,006200,유가,삼일회계법인,적정의견,
삼성SDI,006400,유가,삼일회계법인,적정의견,
삼성전기,009150,유가,안진회계법인,적정의견,
동부건설,005960,유가,,,최근 2년 사업보고서 없음
케이씨티시,009070,유가,대성회계법인,적정의견,
코오롱글로벌,003070,유가,삼일회계법인,적정의견,
빙그레,005180,유가,삼정회계법인,적정의견,
녹십자홀딩스,005250,유가,한영회계법인,적정의견,
시알홀딩스,000480,유가,삼일회계법인,적정의견,
시알홀딩스,000480,유가,삼일회계법인,적정의견,
현대약품,004310,유가,삼화회계법인,적정의견,
남양유업,003920,유가,한영회계법인,적정의견,
남선알미늄,008350,유가,이정회계법인,적정의견,
한국화장품제조,003350,유가,삼덕회계법인,적정의견,
현대코퍼레이션,011760,유가,,,최근 2년 사업보고서 없음
LS,006260,유가,한영회계법인,적정의견,
SK네트웍스,001740,유가,삼정회계법인,적정의견,
경농,002100,유가,삼도회계법인,적정의견,
티웨이홀딩스,004870,유가,한영회계법인,적정의견,
동방아그로,007590,유가,삼덕회계법인,적정의견,
송원산업,004430,유가,,,최근 2년 사업보고서 없음
진흥기업,002780,유가,,,최근 2년 사업보고서 없음
한국석유공업,004090,유가,서우회계법인,적정의견,
천일고속,000650,유가,삼정회계법인,적정의견,
대원강업,000430,유가,삼일회계법인,적정의견,
만호제강,001080,유가,인덕회계법인,,
조광피혁,004700,유가,동성회계법인,적정의견,
세방,004360,유가,성현회계법인,적정의견,
KBI동양철관,008970,유가,삼정회계법인,적정의견,
디와이에이,002880,유가,서현회계법인,적정의견,
디와이에이,002880,유가,서현회계법인,적정의견,
남광토건,001260,유가,예지회계법인,적정의견,
삼영전자공업,005680,유가,대주회계법인,적정의견,
신영와코루,005800,유가,삼일회계법인,적정의견,
오리엔트바이오,002630,유가,성현회계법인,적정의견,
조비,001550,유가,한미회계법인,적정의견,
한국공항,005430,유가,한울회계법인,적정의견,
조광페인트,004910,유가,이촌회계법인,적정의견,
SB성보,003080,유가,인덕회계법인,적정의견,
삼천리,004690,유가,삼일회계법인,적정의견,
조흥,002600,유가,,,최근 2년 사업보고서 없음
금양,001570,유가,신한회계법인,의견거절,
사조대림,003960,유가,우리회계법인,적정의견,
비비안,002070,유가,삼도회계법인,적정의견,
SNT다이내믹스,003570,유가,삼정회계법인,적정의견,
한신공영,004960,유가,삼정회계법인,적정의견,
농심,004370,유가,삼정회계법인,적정의견,
삼영,003720,유가,,,최근 2년 사업보고서 없음
성신양회,004980,유가,신우회계법인,적정의견,
신라교역,004970,유가,삼정회계법인,적정의견,
신풍,002870,유가,,,최근 2년 사업보고서 없음
종근당홀딩스,001630,유가,한영회계법인,적정의견,
크라운해태홀딩스,005740,유가,안진회계법인,적정의견,
한독,002390,유가,,,최근 2년 사업보고서 없음
SG글로벌,001380,유가,한울회계법인,적정의견,
SK디스커버리,006120,유가,삼정회계법인,적정의견,
샘표,007540,유가,예일회계법인,적정의견,
흥아해운,003280,유가,삼정회계법인,적정의견,
GS글로벌,001250,유가,안진회계법인,적정의견,
금호건설,002990,유가,,,최근 2년 사업보고서 없음
금호건설,002990,유가,,,최근 2년 사업보고서 없음
삼부토건,001470,유가,삼일회계법인,적정의견,
삼화콘덴서공업,001820,유가,한영회계법인,적정의견,
페이퍼코리아,001020,유가,안진회계법인,적정의견,
동양,001520,유가,,,최근 2년 사업보고서 없음
한화,000880,유가,한영회계법인,적정의견,
JW중외제약,001060,유가,한영회계법인,적정의견,
영풍,000670,유가,,,최근 2년 사업보고서 없음
PKC,001340,유가,,,감사의견 절을 못 찾음
성창기업지주,000180,유가,동현회계법인,적정의견,
한창,005110,유가,,,최근 2년 사업보고서 없음
삼화왕관,004450,유가,대주회계법인,적정의견,
KR모터스,000040,유가,대성삼경회계법인,적정의견,
고려제강,002240,유가,삼일회계법인,적정의견,
태양금속공업,004100,유가,한울회계법인,적정의견,
SUN&L,002820,유가,대주회계법인,적정의견,
DRB동일,004840,유가,신한회계법인,적정의견,
넥센타이어,002350,유가,한영회계법인,적정의견,
SG세계물산,004060,유가,선일회계법인,적정의견,
롯데정밀화학,004000,유가,한영회계법인,적정의견,
동화약품,000020,유가,한울회계법인,적정의견,
DL,000210,유가,삼일회계법인,적정의견,
LX인터내셔널,001120,유가,안진회계법인,적정의견,
국제약품,002720,유가,신한회계법인,적정의견,
태광산업,003240,유가,,,최근 2년 사업보고서 없음
부산주공,005030,유가,삼덕회계법인,적정의견,
CS홀딩스,000590,유가,현대회계법인,적정의견,
DB하이텍,000990,유가,삼일회계법인,적정의견,
대림통상,006570,유가,삼일회계법인,적정의견,
유유제약,000220,유가,신우회계법인,적정의견,
강남제비스코,000860,유가,삼일회계법인,적정의견,
대신증권,003540,유가,,,최근 2년 사업보고서 없음
NH투자증권,005940,유가,,,최근 2년 사업보고서 없음
미래에셋증권,006800,유가,,,최근 2년 사업보고서 없음
신일전자,002700,유가,정진세림회계법인,적정의견,
삼성제약,001360,유가,삼덕회계법인,적정의견,
삼성화재해상보험,000810,유가,,,"ReadTimeout: HTTPSConnectionPool(host='dart.fss.or.kr', port"
삼양식품,003230,유가,안진회계법인,적정의견,
한화손해보험,000370,유가,삼일회계법인,적정의견,
NI스틸,008260,유가,신한회계법인,적정의견,
일동홀딩스,000230,유가,삼일회계법인,적정의견,
대동,000490,유가,,,최근 2년 사업보고서 없음
오리온홀딩스,001800,유가,삼일회계법인,적정의견,
깨끗한나라,004540,유가,삼정회계법인,적정의견,
태원물산,001420,유가,광교회계법인,적정의견,
코오롱,002020,유가,삼일회계법인,적정의견,
삼성전자,005930,유가,,,최근 2년 사업보고서 없음
DH오토넥스,000300,유가,한영회계법인,적정의견,
BYC,001460,유가,삼정회계법인,적정의견,
KG모빌리티,003620,유가,서현회계법인,적정의견,
삼립,005610,유가,,,최근 2년 사업보고서 없음
흥국화재,000540,유가,한영회계법인,적정의견,
일양약품,007570,유가,한길회계법인,적정의견,
한진,002320,유가,,,최근 2년 사업보고서 없음
한국수출포장공업,002200,유가,삼덕회계법인,적정의견,
현대자동차,005380,유가,,,최근 2년 사업보고서 없음
모나미,005360,유가,태성회계법인,적정의견,
한화솔루션,009830,유가,,,최근 2년 사업보고서 없음
아세아,002030,유가,삼정회계법인,적정의견,
카프로,006380,유가,삼일회계법인,적정의견,
롯데지주,004990,유가,삼일회계법인,적정의견,
대한방직,001070,유가,동현회계법인,적정의견,
서울식품공업,004410,유가,대현회계법인,,
LS네트웍스,000680,유가,삼정회계법인,적정의견,
금호전기,001210,유가,한울회계법인,적정의견,
하이트진로홀딩스,000140,유가,삼정회계법인,적정의견,
노루홀딩스,000320,유가,이정회계법인,적정의견,
기아,000270,유가,,,최근 2년 사업보고서 없음
효성,004800,유가,,,최근 2년 사업보고서 없음
CJ,001040,유가,삼일회계법인,적정의견,
두산,000150,유가,삼일회계법인,적정의견,
휴스틸,005010,유가,태성회계법인,적정의견,
DB손해보험,005830,유가,삼일회계법인,적정의견,
TYM,002900,유가,삼일회계법인,적정의견,
대웅,003090,유가,,,최근 2년 사업보고서 없음
진양산업,003780,유가,,,최근 2년 사업보고서 없음
영진약품,003520,유가,한영회계법인,적정의견,
케이씨씨,002380,유가,한영회계법인,적정의견,
롯데칠성음료,005300,유가,한영회계법인,적정의견,
일신방직,003200,유가,신한회계법인,적정의견,
아모레퍼시픽홀딩스,002790,유가,한영회계법인,적정의견,
제주은행,006220,유가,삼정회계법인,적정의견,
한솔홀딩스,004150,유가,한영회계법인,적정의견,
벽산,007210,유가,,,최근 2년 사업보고서 없음
롯데손해보험,000400,유가,삼일회계법인,적정의견,
대한제분,001130,유가,삼덕회계법인,적정의견,
대상,001680,유가,성현회계법인,적정의견,
LG,003550,유가,삼일회계법인,적정의견,
동아쏘시오홀딩스,000640,유가,삼일회계법인,적정의견,
코리안리,003690,유가,한영회계법인,,
한국주철관공업,000970,유가,선일회계법인,적정의견,
한일홀딩스,003300,유가,삼정회계법인,적정의견,
엔피씨,004250,유가,,,최근 2년 사업보고서 없음
세아제강지주,003030,유가,삼정회계법인,적정의견,
대한전선,001440,유가,한영회계법인,적정의견,
대한제당,001790,유가,삼정회계법인,적정의견,
삼양홀딩스,000070,유가,한영회계법인,적정의견,
우양피앤엘,002420,유가,대성삼경회계법인,적정의견,
한국앤컴퍼니,000240,유가,한영회계법인,적정의견,
전방,000950,유가,예일회계법인,적정의견,
대한항공,003490,유가,삼정회계법인,적정의견,
디아이동일,001530,유가,,,감사의견 절을 못 찾음
유한양행,000100,유가,한영회계법인,적정의견,
CJ대한통운,000120,유가,삼일회계법인,적정의견,
경방,000050,유가,한영회계법인,적정의견,
유수홀딩스,000700,유가,삼정회계법인,적정의견,
한진중공업홀딩스,003480,유가,삼덕회계법인,적정의견,
